name,type,start_time,duration,"ack","address","read","data","error"
"I2C","address",22.8794614,2.528e-05,true,0x73,false,,
"I2C","data",22.8794971,2.528e-05,true,,,0x1D,
"I2C","start",22.8795747,1.6e-07,,,,,
"I2C","address",22.8795781,2.544e-05,true,0x73,true,,
"I2C","data",22.8796053,2.544e-05,false,,,0x1C,
"I2C","stop",22.8796426,1.6e-07,,,,,
"I2C","start",22.8798496,1.59999996e-07,,,,,
"I2C","address",22.8798846,2.544e-05,true,0x73,false,,
"I2C","data",22.8799205,2.528e-05,true,,,0x12,
"I2C","start",22.8799979,1.6e-07,,,,,
"I2C","address",22.8800011,2.528e-05,true,0x73,true,,
"I2C","data",22.8800282,2.528e-05,true,,,0x7F,
"I2C","data",22.880055,2.528e-05,false,,,0x02,
"I2C","stop",22.8800922,1.6e-07,,,,,
"I2C","start",22.880223,1.6e-07,,,,,
"I2C","address",22.8802581,2.544e-05,true,0x73,false,,
"I2C","data",22.8802939,2.528e-05,true,,,0x14,
"I2C","start",22.8803717,1.6e-07,,,,,
"I2C","address",22.880375,2.544e-05,true,0x73,true,,
"I2C","data",22.8804021,2.544e-05,false,,,0x04,
"I2C","stop",22.8804394,1.6e-07,,,,,
"I2C","start",22.9008552,1.60000003e-07,,,,,
"I2C","address",22.9008946,2.544e-05,true,0x73,false,,
"I2C","data",22.9009342,2.544e-05,true,,,0x10,
"I2C","start",22.9010155,1.6e-07,,,,,
"I2C","address",22.9010187,2.544e-05,true,0x73,true,,
"I2C","data",22.9010459,2.528e-05,true,,,0x01,
"I2C","data",22.901073,2.528e-05,false,,,0x00,
"I2C","stop",22.9011139,1.6e-07,,,,,
"I2C","start",22.9012683,1.6e-07,,,,,
"I2C","address",22.9013634,2.544e-05,true,0x73,false,,
"I2C","data",22.901399,2.544e-05,true,,,0x10,
"I2C","start",22.9014768,1.6e-07,,,,,
"I2C","address",22.9014802,2.528e-05,true,0x73,true,,
"I2C","data",22.9015072,2.528e-05,true,,,0x01,
"I2C","data",22.9015342,2.544e-05,false,,,0x00,
"I2C","stop",22.9015715,1.6e-07,,,,,
"I2C","start",22.901705,1.6e-07,,,,,
"I2C","address",22.9017414,2.544e-05,true,0x73,false,,
"I2C","data",22.9017771,2.544e-05,true,,,0x19,
"I2C","start",22.9018549,1.60000003e-07,,,,,
"I2C","address",22.9018582,2.528e-05,true,0x73,true,,
"I2C","data",22.9018853,2.528e-05,false,,,0x51,
"I2C","stop",22.9019224,1.6e-07,,,,,
"I2C","start",22.9020528,1.59999996e-07,,,,,
"I2C","address",22.9020891,2.544e-05,true,0x73,false,,
"I2C","data",22.9021248,2.544e-05,true,,,0x10,
"I2C","data",22.9021522,2.528e-05,true,,,0x01,
"I2C","data",22.9021794,2.544e-05,true,,,0x00,
"I2C","stop",22.902215,1.59999996e-07,,,,,
"I2C","start",22.9023422,1.6e-07,,,,,
"I2C","address",22.9023789,2.544e-05,true,0x73,false,,
"I2C","data",22.9024147,2.544e-05,true,,,0x1A,
"I2C","start",22.9024926,1.60000003e-07,,,,,
"I2C","address",22.902496,2.544e-05,true,0x73,true,,
"I2C","data",22.902523,2.56e-05,false,,,0x2A,
"I2C","stop",22.9025605,1.6e-07,,,,,
"I2C","start",22.9026901,1.6e-07,,,,,
"I2C","address",22.9027267,2.544e-05,true,0x73,false,,
"I2C","data",22.9027626,2.544e-05,true,,,0x1D,
"I2C","start",22.9028403,1.6e-07,,,,,
"I2C","address",22.9028437,2.56e-05,true,0x73,true,,
"I2C","data",22.9028709,2.544e-05,false,,,0x18,
"I2C","stop",22.9029083,1.6e-07,,,,,
"I2C","start",22.9030475,1.6e-07,,,,,
"I2C","address",22.9030842,2.544e-05,true,0x73,false,,
"I2C","data",22.90312,2.528e-05,true,,,0x12,
"I2C","start",22.9031978,1.59999996e-07,,,,,
"I2C","address",22.9032011,2.544e-05,true,0x73,true,,
"I2C","data",22.9032283,2.544e-05,true,,,0x7F,
"I2C","data",22.9032555,2.544e-05,false,,,0x02,
"I2C","stop",22.9032941,1.6e-07,,,,,
"I2C","start",22.9034256,1.60000003e-07,,,,,
"I2C","address",22.9034621,2.544e-05,true,0x73,false,,
"I2C","data",22.9034979,2.544e-05,true,,,0x14,
"I2C","start",22.9035758,1.60000003e-07,,,,,
"I2C","address",22.9035792,2.544e-05,true,0x73,true,,
"I2C","data",22.9036064,2.544e-05,false,,,0x04,
"I2C","stop",22.9036437,1.60000003e-07,,,,,
"I2C","start",22.9182352,1.6e-07,,,,,
"I2C","address",22.918272,2.544e-05,true,0x73,false,,
"I2C","data",22.9183078,2.544e-05,true,,,0x10,
"I2C","start",22.918387,1.60000003e-07,,,,,
"I2C","address",22.9183904,2.544e-05,true,0x73,true,,
"I2C","data",22.9184174,2.544e-05,true,,,0x04,
"I2C","data",22.9184445,2.544e-05,false,,,0x00,
"I2C","stop",22.9184818,1.60000003e-07,,,,,
"I2C","start",22.9186378,1.6e-07,,,,,
"I2C","address",22.9186731,2.544e-05,true,0x73,false,,
"I2C","data",22.918709,2.544e-05,true,,,0x10,
"I2C","start",22.9187867,1.6e-07,,,,,
"I2C","address",22.9187901,2.544e-05,true,0x73,true,,
"I2C","data",22.9188173,2.544e-05,true,,,0x04,
"I2C","data",22.9188443,2.544e-05,false,,,0x00,
"I2C","stop",22.9188816,1.6e-07,,,,,
"I2C","start",22.9190152,1.6e-07,,,,,
"I2C","address",22.9190506,2.544e-05,true,0x73,false,,
"I2C","data",22.9190864,2.544e-05,true,,,0x19,
"I2C","start",22.9191643,1.6e-07,,,,,
"I2C","address",22.9191675,2.544e-05,true,0x73,true,,
"I2C","data",22.9191947,2.544e-05,false,,,0x51,
"I2C","stop",22.919232,1.6e-07,,,,,
"I2C","start",22.9193821,1.60000003e-07,,,,,
"I2C","address",22.9194174,2.544e-05,true,0x73,false,,
"I2C","data",22.9194533,2.544e-05,true,,,0x30,
"I2C","start",22.9195307,1.59999996e-07,,,,,
"I2C","address",22.9195341,2.544e-05,true,0x73,true,,
"I2C","data",22.9195611,2.544e-05,true,,,0x0B,
"I2C","data",22.9195883,2.544e-05,true,,,0x00,
"I2C","data",22.9197352,2.544e-05,true,,,0x8F,
"I2C","data",22.9197622,2.56e-05,true,,,0x29,
"I2C","data",22.9199325,2.544e-05,true,,,0x06,
"I2C","data",22.9199595,2.544e-05,true,,,0xA1,
"I2C","data",22.9199867,2.528e-05,true,,,0x01,
"I2C","data",22.9200138,2.544e-05,true,,,0xFF,
"I2C","data",22.920041,2.544e-05,true,,,0x9A,
"I2C","data",22.920068,2.544e-05,true,,,0x01,
"I2C","data",22.9200952,2.544e-05,true,,,0x00,
"I2C","data",22.9201224,2.544e-05,false,,,0x00,
"I2C","stop",22.9201597,1.6e-07,,,,,
"I2C","start",22.9203058,1.59999996e-07,,,,,
"I2C","address",22.920341,2.544e-05,true,0x73,false,,
"I2C","data",22.9203781,2.544e-05,true,,,0x10,
"I2C","data",22.9204054,2.544e-05,true,,,0x04,
"I2C","data",22.9204328,2.544e-05,true,,,0x00,
"I2C","stop",22.9204907,1.59999996e-07,,,,,
"I2C","start",22.9206266,1.60000003e-07,,,,,
"I2C","address",22.9206618,2.544e-05,true,0x73,false,,
"I2C","data",22.9206976,2.528e-05,true,,,0x10,
"I2C","start",22.9207754,1.6e-07,,,,,
"I2C","address",22.9207787,2.544e-05,true,0x73,true,,
"I2C","data",22.9208059,2.544e-05,true,,,0x01,
"I2C","data",22.920833,2.56e-05,false,,,0x00,
"I2C","stop",22.9208704,1.6e-07,,,,,
"I2C","start",22.9210026,1.6e-07,,,,,
"I2C","address",22.9210376,2.544e-05,true,0x73,false,,
"I2C","data",22.9210806,2.544e-05,true,,,0x10,
"I2C","data",22.9211078,2.544e-05,true,,,0x01,
"I2C","data",22.9211352,2.544e-05,true,,,0x00,
"I2C","stop",22.921171,1.6e-07,,,,,
"I2C","start",22.9213402,1.6e-07,,,,,
"I2C","address",22.9213752,2.544e-05,true,0x73,false,,
"I2C","data",22.9214125,2.544e-05,true,,,0x2F,
"I2C","data",22.9214398,2.544e-05,true,,,0x27,
"I2C","stop",22.9214755,1.6e-07,,,,,
"I2C","start",22.9215979,1.6e-07,,,,,
"I2C","address",22.9216331,2.56e-05,true,0x73,false,,
"I2C","data",22.921669,2.544e-05,true,,,0x1A,
"I2C","start",22.9217469,1.6e-07,,,,,
"I2C","address",22.9217502,2.544e-05,true,0x73,true,,
"I2C","data",22.9217773,2.544e-05,false,,,0x2A,
"I2C","stop",22.9218146,1.6e-07,,,,,
"I2C","start",22.922011,1.6e-07,,,,,
"I2C","address",22.9220448,2.544e-05,true,0x73,false,,
"I2C","data",22.9220837,2.544e-05,true,,,0x1D,
"I2C","start",22.9221614,1.6e-07,,,,,
"I2C","address",22.9221648,2.544e-05,true,0x73,true,,
"I2C","data",22.922192,2.544e-05,false,,,0x1C,
"I2C","stop",22.9222293,1.6e-07,,,,,
"I2C","start",22.9223686,1.60000003e-07,,,,,
"I2C","address",22.9224024,2.544e-05,true,0x73,false,,
"I2C","data",22.9224382,2.544e-05,true,,,0x12,
"I2C","start",22.922516,1.59999996e-07,,,,,
"I2C","address",22.9225194,2.544e-05,true,0x73,true,,
"I2C","data",22.9225466,2.544e-05,true,,,0x7F,
"I2C","data",22.9225736,2.544e-05,false,,,0x02,
"I2C","stop",22.9226109,1.6e-07,,,,,
"I2C","start",22.9227424,1.6e-07,,,,,
"I2C","address",22.9227763,2.528e-05,true,0x73,false,,
"I2C","data",22.922812,2.544e-05,true,,,0x14,
"I2C","start",22.9228907,1.59999996e-07,,,,,
"I2C","address",22.9228941,2.544e-05,true,0x73,true,,
"I2C","data",22.9229211,2.544e-05,false,,,0x04,
"I2C","stop",22.9229584,1.60000003e-07,,,,,
"I2C","start",22.9434579,1.6e-07,,,,,
"I2C","address",22.9434946,2.544e-05,true,0x73,false,,
"I2C","data",22.9435595,2.544e-05,true,,,0x10,
"I2C","start",22.9436374,1.6e-07,,,,,
"I2C","address",22.9436408,2.544e-05,true,0x73,true,,
"I2C","data",22.943668,2.528e-05,true,,,0x01,
"I2C","data",22.943695,2.544e-05,false,,,0x00,
"I2C","stop",22.9437323,1.60000003e-07,,,,,
"I2C","start",22.9438882,1.6e-07,,,,,
"I2C","address",22.9439235,2.544e-05,true,0x73,false,,
"I2C","data",22.9439594,2.544e-05,true,,,0x10,
"I2C","start",22.9440373,1.6e-07,,,,,
"I2C","address",22.9440406,2.544e-05,true,0x73,true,,
"I2C","data",22.9440677,2.544e-05,true,,,0x01,
"I2C","data",22.9440949,2.544e-05,false,,,0x00,
"I2C","stop",22.9441322,1.60000003e-07,,,,,
"I2C","start",22.9442654,1.60000003e-07,,,,,
"I2C","address",22.9443005,2.544e-05,true,0x73,false,,
"I2C","data",22.9443363,2.528e-05,true,,,0x19,
"I2C","start",22.9444138,1.6e-07,,,,,
"I2C","address",22.9444171,2.528e-05,true,0x73,true,,
"I2C","data",22.944444,2.528e-05,false,,,0x51,
"I2C","stop",22.9444811,1.6e-07,,,,,
"I2C","start",22.9446118,1.6e-07,,,,,
"I2C","address",22.9446469,2.544e-05,true,0x73,false,,
"I2C","data",22.9446827,2.528e-05,true,,,0x10,
"I2C","data",22.9447099,2.544e-05,true,,,0x01,
"I2C","data",22.9447371,2.544e-05,true,,,0x00,
"I2C","stop",22.9447966,1.6e-07,,,,,
"I2C","start",22.9449242,1.6e-07,,,,,
"I2C","address",22.9449594,2.528e-05,true,0x73,false,,
"I2C","data",22.944995,2.544e-05,true,,,0x1A,
"I2C","start",22.9450726,1.6e-07,,,,,
"I2C","address",22.945076,2.544e-05,true,0x73,true,,
"I2C","data",22.945103,2.528e-05,false,,,0x2A,
"I2C","stop",22.9451402,1.59999996e-07,,,,,
"I2C","start",22.945269,1.59999996e-07,,,,,
"I2C","address",22.945304,2.544e-05,true,0x73,false,,
"I2C","data",22.9453398,2.528e-05,true,,,0x1D,
"I2C","start",22.9454174,1.6e-07,,,,,
"I2C","address",22.9454208,2.544e-05,true,0x73,true,,
"I2C","data",22.9454478,2.544e-05,false,,,0x18,
"I2C","stop",22.9454851,1.6e-07,,,,,
"I2C","start",22.9456243,1.6e-07,,,,,
"I2C","address",22.945632,4.976e-05,true,0x39,true,,
"I2C","data",22.9456835,3.408e-05,true,,,0x09,
"I2C","start",22.9457728,1.6e-07,,,,,
"I2C","address",22.9457762,2.544e-05,true,0x73,true,,
"I2C","data",22.9458032,2.544e-05,true,,,0x7F,
"I2C","data",22.9458302,2.544e-05,false,,,0x02,
"I2C","stop",22.9458674,1.6e-07,,,,,
"I2C","start",22.9459979,1.59999996e-07,,,,,
"I2C","address",22.9460331,2.528e-05,true,0x73,false,,
"I2C","data",22.9460688,2.544e-05,true,,,0x14,
"I2C","start",22.9461957,1.60000003e-07,,,,,
"I2C","address",22.946199,2.544e-05,true,0x73,true,,
"I2C","data",22.9462262,2.544e-05,false,,,0x04,
"I2C","stop",22.9462635,1.6e-07,,,,,
"I2C","start",22.9608189,1.6e-07,,,,,
"I2C","address",22.9608555,2.544e-05,true,0x73,false,,
"I2C","data",22.9608914,2.544e-05,true,,,0x10,
"I2C","start",22.9609691,1.6e-07,,,,,
"I2C","address",22.9609725,2.544e-05,true,0x73,true,,
"I2C","data",22.9609997,2.544e-05,true,,,0x04,
"I2C","data",22.9610267,2.544e-05,false,,,0x00,
"I2C","stop",22.9610902,1.6e-07,,,,,
"I2C","start",22.9612838,1.6e-07,,,,,
"I2C","address",22.961319,2.544e-05,true,0x73,false,,
"I2C","data",22.9613549,2.544e-05,true,,,0x10,
"I2C","start",22.9614328,1.59999996e-07,,,,,
"I2C","address",22.9614362,2.544e-05,true,0x73,true,,
"I2C","data",22.9614634,2.544e-05,true,,,0x04,
"I2C","data",22.9614904,2.56e-05,false,,,0x00,
"I2C","stop",22.9615278,1.60000003e-07,,,,,
"I2C","start",22.9616613,1.6e-07,,,,,
"I2C","address",22.9616965,2.544e-05,true,0x73,false,,
"I2C","data",22.9617323,2.544e-05,true,,,0x19,
"I2C","start",22.9618102,1.60000003e-07,,,,,
"I2C","address",22.9618136,2.544e-05,true,0x73,true,,
"I2C","data",22.9618408,2.544e-05,false,,,0x51,
"I2C","stop",22.9618781,1.6e-07,,,,,
"I2C","start",22.9620282,1.60000003e-07,,,,,
"I2C","address",22.9620634,2.544e-05,true,0x73,false,,
"I2C","data",22.9620992,2.544e-05,true,,,0x30,
"I2C","start",22.9621766,1.60000003e-07,,,,,
"I2C","address",22.96218,2.544e-05,true,0x73,true,,
"I2C","data",22.9622072,2.544e-05,true,,,0x0B,
"I2C","data",22.9622344,2.544e-05,true,,,0x00,
"I2C","data",22.9623811,2.544e-05,true,,,0x8F,
"I2C","data",22.9624083,2.528e-05,true,,,0x2B,
"I2C","data",22.9625562,2.544e-05,true,,,0x06,
"I2C","data",22.9625832,2.56e-05,true,,,0xA1,
"I2C","data",22.9626104,2.544e-05,true,,,0x01,
"I2C","data",22.9626376,2.544e-05,true,,,0xFF,
"I2C","data",22.9626646,2.544e-05,true,,,0x9A,
"I2C","data",22.9626918,2.544e-05,true,,,0x01,
"I2C","data",22.9627189,2.544e-05,true,,,0x00,
"I2C","data",22.9627461,2.544e-05,false,,,0x00,
"I2C","stop",22.9627834,1.59999996e-07,,,,,
"I2C","start",22.9629294,1.6e-07,,,,,
"I2C","address",22.9629646,2.544e-05,true,0x73,false,,
"I2C","data",22.9630019,2.544e-05,true,,,0x10,
"I2C","data",22.9630293,2.544e-05,true,,,0x04,
"I2C","data",22.9630566,2.544e-05,true,,,0x00,
"I2C","stop",22.9630928,1.60000003e-07,,,,,
"I2C","start",22.9632286,1.6e-07,,,,,
"I2C","address",22.9632638,2.544e-05,true,0x73,false,,
"I2C","data",22.9632997,2.544e-05,true,,,0x10,
"I2C","start",22.9633778,1.6e-07,,,,,
"I2C","address",22.9633811,2.544e-05,true,0x73,true,,
"I2C","data",22.9634082,2.544e-05,true,,,0x01,
"I2C","data",22.9634354,2.544e-05,false,,,0x00,
"I2C","stop",22.9634725,1.6e-07,,,,,
"I2C","start",22.9636046,1.59999996e-07,,,,,
"I2C","address",22.9636398,2.544e-05,true,0x73,false,,
"I2C","data",22.9636757,2.544e-05,true,,,0x10,
"I2C","data",22.963703,2.544e-05,true,,,0x01,
"I2C","data",22.9637304,2.544e-05,true,,,0x00,
"I2C","stop",22.9637662,1.6e-07,,,,,
"I2C","start",22.9639368,1.60000003e-07,,,,,
"I2C","address",22.963972,2.544e-05,true,0x73,false,,
"I2C","data",22.9640078,2.544e-05,true,,,0x2F,
"I2C","data",22.9640352,2.544e-05,true,,,0x27,
"I2C","stop",22.9640733,1.6e-07,,,,,
"I2C","start",22.9642334,1.6e-07,,,,,
"I2C","address",22.9642688,2.528e-05,true,0x73,false,,
"I2C","data",22.9643045,2.544e-05,true,,,0x1A,
"I2C","start",22.9643826,1.6e-07,,,,,
"I2C","address",22.9643859,2.544e-05,true,0x73,true,,
"I2C","data",22.964413,2.56e-05,false,,,0x2A,
"I2C","stop",22.9644504,1.6e-07,,,,,
"I2C","start",22.9646469,1.6e-07,,,,,
"I2C","address",22.9647466,2.544e-05,true,0x73,false,,
"I2C","data",22.9647824,2.544e-05,true,,,0x1D,
"I2C","start",22.9648603,1.6e-07,,,,,
"I2C","address",22.9648637,2.544e-05,true,0x73,true,,
"I2C","data",22.9648907,2.544e-05,false,,,0x1C,
"I2C","stop",22.9649379,1.6e-07,,,,,
"I2C","start",22.9650768,1.60000003e-07,,,,,
"I2C","address",22.9651474,2.544e-05,true,0x73,false,,
"I2C","data",22.9651832,2.544e-05,true,,,0x12,
"I2C","start",22.9652611,1.6e-07,,,,,
"I2C","address",22.9652645,2.544e-05,true,0x73,true,,
"I2C","data",22.9652915,2.544e-05,true,,,0x7F,
"I2C","data",22.9653187,2.528e-05,false,,,0x02,
"I2C","stop",22.9653562,1.60000003e-07,,,,,
"I2C","start",22.9654875,1.6e-07,,,,,
"I2C","address",22.9655437,2.544e-05,true,0x73,false,,
"I2C","data",22.9655795,2.544e-05,true,,,0x14,
"I2C","start",22.9656574,1.59999996e-07,,,,,
"I2C","address",22.9656608,2.528e-05,true,0x73,true,,
"I2C","data",22.9656878,2.544e-05,false,,,0x04,
"I2C","stop",22.9657301,1.6e-07,,,,,
"I2C","start",22.9919696,1.6e-07,,,,,
"I2C","address",22.9920061,2.544e-05,true,0x73,false,,
"I2C","data",22.9920688,2.528e-05,true,,,0x10,
"I2C","start",22.9921499,1.6e-07,,,,,
"I2C","address",22.9921533,2.544e-05,true,0x73,true,,
"I2C","data",22.9921803,2.544e-05,true,,,0x01,
"I2C","data",22.9922074,2.544e-05,false,,,0x00,
"I2C","stop",22.9922483,1.6e-07,,,,,
"I2C","start",22.992405,1.6e-07,,,,,
"I2C","address",22.9924416,2.544e-05,true,0x73,false,,
"I2C","data",22.9924774,2.544e-05,true,,,0x10,
"I2C","start",22.992555,1.60000003e-07,,,,,
"I2C","address",22.9925584,2.544e-05,true,0x73,true,,
"I2C","data",22.9925854,2.544e-05,true,,,0x01,
"I2C","data",22.9926125,2.544e-05,false,,,0x00,
"I2C","stop",22.9926498,1.6e-07,,,,,
"I2C","start",22.9927842,1.6e-07,,,,,
"I2C","address",22.9928206,2.528e-05,true,0x73,false,,
"I2C","data",22.9928563,2.528e-05,true,,,0x19,
"I2C","start",22.9929339,1.60000003e-07,,,,,
"I2C","address",22.9929373,2.528e-05,true,0x73,true,,
"I2C","data",22.9929643,2.528e-05,false,,,0x51,
"I2C","stop",22.9930014,1.6e-07,,,,,
"I2C","start",22.9931342,1.6e-07,,,,,
"I2C","address",22.9931709,2.528e-05,true,0x73,false,,
"I2C","data",22.9932066,2.544e-05,true,,,0x10,
"I2C","data",22.9932339,2.528e-05,true,,,0x01,
"I2C","data",22.9932611,2.544e-05,true,,,0x00,
"I2C","stop",22.9932968,1.6e-07,,,,,
"I2C","start",22.9934256,1.60000003e-07,,,,,
"I2C","address",22.9934619,2.528e-05,true,0x73,false,,
"I2C","data",22.9934976,2.528e-05,true,,,0x1A,
"I2C","start",22.9935749,1.6e-07,,,,,
"I2C","address",22.9935782,2.544e-05,true,0x73,true,,
"I2C","data",22.9936053,2.544e-05,false,,,0x2A,
"I2C","stop",22.9936424,1.60000003e-07,,,,,
"I2C","start",22.9937734,1.60000003e-07,,,,,
"I2C","address",22.9938099,2.544e-05,true,0x73,false,,
"I2C","data",22.9938459,2.528e-05,true,,,0x1D,
"I2C","start",22.9939237,1.59999996e-07,,,,,
"I2C","address",22.993927,2.544e-05,true,0x73,true,,
"I2C","data",22.9939541,2.544e-05,false,,,0x18,
"I2C","stop",22.9939915,1.59999996e-07,,,,,
"I2C","start",22.9941325,1.6e-07,,,,,
"I2C","address",22.9941691,2.544e-05,true,0x73,false,,
"I2C","data",22.994205,2.544e-05,true,,,0x12,
"I2C","start",22.9942827,1.59999996e-07,,,,,
"I2C","address",22.9942861,2.544e-05,true,0x73,true,,
"I2C","data",22.9943133,2.544e-05,true,,,0x7F,
"I2C","data",22.9943403,2.56e-05,false,,,0x02,
"I2C","stop",22.9943798,1.6e-07,,,,,
"I2C","start",22.9945131,1.6e-07,,,,,
"I2C","address",22.9945498,2.528e-05,true,0x73,false,,
"I2C","data",22.994615,2.544e-05,true,,,0x14,
"I2C","start",22.994693,1.60000003e-07,,,,,
"I2C","address",22.9946963,2.544e-05,true,0x73,true,,
"I2C","data",22.9947234,2.56e-05,false,,,0x04,
"I2C","stop",22.9947608,1.6e-07,,,,,
"I2C","start",23.0093866,1.6e-07,,,,,
"I2C","address",23.009423,2.528e-05,true,0x73,false,,
"I2C","data",23.0094587,2.544e-05,true,,,0x10,
"I2C","start",23.0095363,1.60000003e-07,,,,,
"I2C","address",23.0095397,2.528e-05,true,0x73,true,,
"I2C","data",23.0095666,2.544e-05,true,,,0x04,
"I2C","data",23.0095936,2.528e-05,false,,,0x00,
"I2C","stop",23.0096307,1.6e-07,,,,,
"I2C","start",23.0097875,1.6e-07,,,,,
"I2C","address",23.0098227,2.528e-05,true,0x73,false,,
"I2C","data",23.0098584,2.544e-05,true,,,0x10,
"I2C","start",23.0099362,1.60000003e-07,,,,,
"I2C","address",23.0099395,2.544e-05,true,0x73,true,,
"I2C","data",23.0099666,2.544e-05,true,,,0x04,
"I2C","data",23.0099938,2.544e-05,false,,,0x00,
"I2C","stop",23.010031,1.6e-07,,,,,
"I2C","start",23.0101664,1.6e-07,,,,,
"I2C","address",23.0102016,2.56e-05,true,0x73,false,,
"I2C","data",23.0102376,2.544e-05,true,,,0x19,
"I2C","start",23.0103154,1.6e-07,,,,,
"I2C","address",23.0103187,2.544e-05,true,0x73,true,,
"I2C","data",23.0103459,2.544e-05,false,,,0x51,
"I2C","stop",23.010383,1.6e-07,,,,,
"I2C","start",23.0105346,1.6e-07,,,,,
"I2C","address",23.0105698,2.544e-05,true,0x73,false,,
"I2C","data",23.0106054,2.544e-05,true,,,0x30,
"I2C","start",23.0106829,1.6e-07,,,,,
"I2C","address",23.0106862,2.544e-05,true,0x73,true,,
"I2C","data",23.0107133,2.544e-05,true,,,0x0B,
"I2C","data",23.0107405,2.544e-05,true,,,0x00,
"I2C","data",23.0108874,2.544e-05,true,,,0x8F,
"I2C","data",23.0109146,2.544e-05,true,,,0x2D,
"I2C","data",23.0110613,2.544e-05,true,,,0x06,
"I2C","data",23.0110883,2.544e-05,true,,,0xA1,
"I2C","data",23.0111155,2.544e-05,true,,,0x01,
"I2C","data",23.0111426,2.544e-05,true,,,0xFF,
"I2C","data",23.0111698,2.528e-05,true,,,0x9A,
"I2C","data",23.0111968,2.528e-05,true,,,0x01,
"I2C","data",23.0112238,2.544e-05,true,,,0x00,
"I2C","data",23.0112509,2.544e-05,false,,,0x00,
"I2C","stop",23.011288,1.6e-07,,,,,
"I2C","start",23.0114357,1.6e-07,,,,,
"I2C","address",23.0114709,2.544e-05,true,0x73,false,,
"I2C","data",23.0115445,2.544e-05,true,,,0x10,
"I2C","data",23.0115717,2.544e-05,true,,,0x04,
"I2C","data",23.011599,2.528e-05,true,,,0x00,
"I2C","stop",23.0116347,1.6e-07,,,,,
"I2C","start",23.0117717,1.60000003e-07,,,,,
"I2C","address",23.0118066,2.528e-05,true,0x73,false,,
"I2C","data",23.0118422,2.528e-05,true,,,0x10,
"I2C","start",23.0119197,1.60000003e-07,,,,,
"I2C","address",23.011923,2.544e-05,true,0x73,true,,
"I2C","data",23.0119501,2.544e-05,true,,,0x01,
"I2C","data",23.0119771,2.544e-05,false,,,0x00,
"I2C","stop",23.012025,1.6e-07,,,,,
"I2C","start",23.0122,1.6e-07,,,,,
"I2C","address",23.0122352,2.544e-05,true,0x73,false,,
"I2C","data",23.0122709,2.544e-05,true,,,0x2F,
"I2C","data",23.0122982,2.528e-05,true,,,0x27,
"I2C","stop",23.0123338,1.6e-07,,,,,
"I2C","start",23.0124568,1.60000003e-07,,,,,
"I2C","address",23.0124918,2.528e-05,true,0x73,false,,
"I2C","data",23.0125274,2.528e-05,true,,,0x10,
"I2C","data",23.0125546,2.528e-05,true,,,0x01,
"I2C","data",23.0125818,2.528e-05,true,,,0x00,
"I2C","stop",23.0126173,1.59999996e-07,,,,,
"I2C","start",23.0127461,1.59999996e-07,,,,,
"I2C","address",23.0127811,2.544e-05,true,0x73,false,,
"I2C","data",23.012817,2.544e-05,true,,,0x1A,
"I2C","start",23.0129635,1.59999996e-07,,,,,
"I2C","address",23.0129667,2.544e-05,true,0x73,true,,
"I2C","data",23.0129939,2.544e-05,false,,,0x2A,
"I2C","stop",23.0130312,1.6e-07,,,,,
"I2C","start",23.0131627,1.6e-07,,,,,
"I2C","address",23.0131965,2.544e-05,true,0x73,false,,
"I2C","data",23.0132323,2.544e-05,true,,,0x1D,
"I2C","start",23.0133101,1.6e-07,,,,,
"I2C","address",23.0133134,2.544e-05,true,0x73,true,,
"I2C","data",23.0133406,2.528e-05,false,,,0x1C,
"I2C","stop",23.0133778,1.6e-07,,,,,
"I2C","start",23.0135182,1.59999996e-07,,,,,
"I2C","address",23.013552,2.544e-05,true,0x73,false,,
"I2C","data",23.0135893,2.544e-05,true,,,0x12,
"I2C","start",23.013667,1.6e-07,,,,,
"I2C","address",23.0136704,2.544e-05,true,0x73,true,,
"I2C","data",23.0136976,2.544e-05,true,,,0x7F,
"I2C","data",23.0137246,2.544e-05,false,,,0x02,
"I2C","stop",23.0137619,1.6e-07,,,,,
"I2C","start",23.0138946,1.6e-07,,,,,
"I2C","address",23.0139282,2.528e-05,true,0x73,false,,
"I2C","data",23.0139661,2.528e-05,true,,,0x14,
"I2C","start",23.0140435,1.59999996e-07,,,,,
"I2C","address",23.0140469,2.528e-05,true,0x73,true,,
"I2C","data",23.0140738,2.528e-05,false,,,0x04,
"I2C","stop",23.0141109,1.6e-07,,,,,
"I2C","start",23.0493608,1.60000003e-07,,,,,
"I2C","address",23.0493946,2.544e-05,true,0x73,false,,
"I2C","data",23.0494304,2.544e-05,true,,,0x10,
"I2C","start",23.0495082,1.60000003e-07,,,,,
"I2C","address",23.0495115,2.544e-05,true,0x73,true,,
"I2C","data",23.0495387,2.544e-05,true,,,0x01,
"I2C","data",23.0495658,2.544e-05,false,,,0x00,
"I2C","stop",23.0496062,1.59999996e-07,,,,,
"I2C","start",23.0497414,1.60000003e-07,,,,,
"I2C","address",23.0497752,2.528e-05,true,0x73,false,,
"I2C","data",23.0498109,2.528e-05,true,,,0x10,
"I2C","start",23.0498882,1.60000003e-07,,,,,
"I2C","address",23.0498915,2.528e-05,true,0x73,true,,
"I2C","data",23.0499186,2.528e-05,true,,,0x01,
"I2C","data",23.0499454,2.528e-05,false,,,0x00,
"I2C","stop",23.0499826,1.6e-07,,,,,
